Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
3,0,0,207,41,77041,0,0,9,21.968,4,0.6,-15.9268
3,0,0,207,41,77041,0,2,13,619.152,6,0.2,69.6546
3,0,0,207,41,77041,0,1,12,127.904,7,0.2,41.5688
2,0,0,240,3,90712,3,0,9,94.2,5,0.0,39.564
0,2,0,438,3,94122,3,1,15,49.5,5,0.0,13.365
0,1,0,374,36,19140,1,1,2,16.52,5,0.2,1.652
2,2,0,452,45,98115,3,1,3,55.36,4,0.2,19.376
2,2,0,452,45,98115,3,2,11,11.56,1,0.2,3.757
2,0,0,266,3,90036,3,1,12,17.12,4,0.0,7.704
2,0,0,86,33,44105,1,0,9,182.352,3,0.2,-18.2352
2,0,0,86,33,44105,1,1,14,118.16,2,0.2,-25.109
3,0,0,116,11,62521,0,1,8,18.368,2,0.2,6.1992
3,0,0,116,11,62521,0,0,5,600.558,3,0.3,-8.5794
3,0,0,116,11,62521,0,1,14,50.352,3,0.2,-8.1822
3,0,0,116,11,62521,0,1,2,28.032,6,0.2,3.504
3,0,0,116,11,62521,0,0,9,7.692,1,0.6,-3.6537
0,0,0,276,41,76063,0,0,16,517.405,5,0.3,-81.3065
2,2,0,207,41,77070,0,1,3,8.608,8,0.8,-13.3424
2,2,0,207,41,77070,0,2,0,159.56,5,0.2,33.9065
2,1,0,407,44,23223,2,1,1,2104.55,7,0.0,694.5015
2,1,0,407,44,23223,2,1,15,40.7,5,0.0,11.803
3,2,0,16,44,22204,2,2,0,47.79,3,0.0,16.2486
3,0,0,438,3,94122,3,1,2,5.16,2,0.0,1.3416
3,2,0,437,3,92024,3,2,0,21.21,7,0.0,4.4541
2,1,0,508,30,13601,1,1,14,96.36,6,0.0,25.0536
1,1,0,266,3,90036,3,1,15,231.72,2,0.0,11.586
1,1,0,266,3,90036,3,1,8,17.9,5,0.0,8.95
1,1,0,266,3,90036,3,1,12,12.48,2,0.0,5.616
3,1,0,374,36,19140,1,1,2,8.016,3,0.2,1.1022
3,1,0,2,33,44312,1,2,13,259.896,2,0.4,-56.3108
3,1,0,2,33,44312,1,2,13,247.188,2,0.4,-49.4376
3,1,0,2,33,44312,1,2,0,279.96,5,0.2,48.993
3,2,0,438,3,94110,3,2,0,450.0,5,0.0,162.0
2,2,0,173,20,49505,0,1,12,19.44,3,0.0,9.5256
2,2,0,438,3,94109,3,0,16,300.904,1,0.2,11.2839
3,1,0,323,40,37211,2,2,13,239.976,3,0.2,26.9973
3,1,0,323,40,37211,2,0,9,31.168,4,0.2,9.3504
3,1,0,323,40,37211,2,0,16,120.96,2,0.4,-28.224
3,1,0,323,40,37211,2,2,13,2239.936,8,0.2,223.9936
3,1,0,323,40,37211,2,1,1,76.608,8,0.2,6.7032
3,1,0,323,40,37211,2,1,14,142.776,1,0.2,17.847
3,1,0,323,40,37211,2,1,12,91.36,5,0.2,29.692
3,0,0,374,36,19120,1,1,1,3.552,2,0.2,0.444
0,0,0,207,41,77041,0,2,13,115.136,8,0.2,11.5136
3,2,0,403,26,89502,3,1,8,4.71,1,0.0,0.0
3,2,0,329,30,10009,1,0,5,172.764,2,0.1,13.4372
3,2,0,329,30,10009,1,1,2,3.52,2,0.0,1.6896
0,1,0,266,3,90008,3,2,13,79.968,4,0.2,-17.9928
0,1,0,266,3,90008,3,0,4,305.9745,3,0.15,25.1979
0,1,0,266,3,90008,3,1,14,344.91,3,0.0,10.3473
3,0,0,437,3,92037,3,0,16,626.352,3,0.2,-23.4882
3,0,0,438,3,94110,3,0,4,359.499,3,0.15,-29.6058
3,1,0,437,3,92105,3,2,13,71.952,6,0.2,5.3964
3,1,0,437,3,92105,3,1,3,29.8,5,0.2,9.3125
2,1,0,140,33,44035,1,1,3,1.824,1,0.7,-1.3984
2,2,0,207,41,77070,0,1,1,64.384,4,0.8,-160.96
2,2,0,207,41,77070,0,0,9,6.984,2,0.6,-4.5396
2,2,0,207,41,77070,0,1,2,11.264,8,0.2,3.9424
2,2,0,207,41,77070,0,1,12,15.552,3,0.2,5.6376
2,2,0,207,41,77070,0,0,5,379.372,2,0.3,-119.2312
2,2,0,207,41,77070,0,1,14,67.536,9,0.2,6.7536
2,2,0,207,41,77070,0,1,3,1.524,2,0.8,-2.667
2,2,0,295,8,33178,2,1,12,37.408,7,0.2,13.0928
2,2,0,295,8,33178,2,1,12,25.344,6,0.2,8.8704
3,0,0,452,45,98115,3,1,2,46.2,4,0.0,21.252
3,1,0,317,40,37130,2,2,0,4.728,3,0.2,0.7092
3,1,0,317,40,37130,2,0,9,53.352,3,0.2,16.0056
3,1,0,317,40,37130,2,0,4,131.104,2,0.2,8.194
3,1,0,317,40,37130,2,1,14,22.512,3,0.2,2.2512
3,1,0,317,40,37130,2,2,0,72.744,7,0.2,-12.7302
3,1,0,426,23,63116,0,1,15,52.59,3,0.0,15.777
2,1,0,452,45,98105,3,1,12,19.44,3,0.0,9.3312
2,1,0,452,45,98105,3,0,9,126.3,3,0.0,40.416
2,1,0,452,45,98105,3,2,0,1287.45,5,0.0,244.6155
2,1,0,329,30,10024,1,1,14,64.96,4,0.0,9.744
3,1,0,523,21,55125,0,1,14,535.41,3,0.0,160.623
3,1,0,76,40,37421,2,1,3,8.1,5,0.7,-5.94
0,0,0,374,36,19140,1,1,2,13.248,4,0.2,3.6432
0,0,0,374,36,19140,1,2,13,83.988,2,0.4,-20.997
0,0,0,233,16,70506,2,1,2,73.2,5,0.0,21.228
1,2,0,247,12,46226,0,1,3,10.74,3,0.0,5.1552
0,0,0,200,35,97123,3,0,9,11.032,1,0.2,3.0338
0,0,0,200,35,97123,3,2,0,53.04,3,0.2,-4.641
2,2,0,63,19,2138,1,1,2,17.12,4,0.0,4.9648
2,2,0,63,19,2138,1,1,12,59.94,3,0.0,28.1718
3,1,0,437,3,92105,3,0,9,210.58,2,0.0,12.6348
3,1,0,437,3,92105,3,1,3,30.96,2,0.2,10.062
3,1,0,437,3,92105,3,2,11,239.984,2,0.2,38.9974
0,0,0,329,30,10009,1,1,3,3050.376,3,0.2,1143.891
0,0,0,329,30,10009,1,2,13,133.98,2,0.0,33.495
3,2,0,471,8,32303,2,1,12,93.248,4,0.2,31.4712
3,2,0,471,8,32303,2,2,13,177.48,3,0.2,19.9665
0,0,0,485,33,43615,1,1,10,17.712,6,0.2,5.9778
0,0,0,485,33,43615,1,1,3,4.86,3,0.7,-3.564
0,0,0,485,33,43615,1,1,3,6.258,2,0.7,-5.215
3,1,0,93,18,21044,1,1,1,37.68,2,0.0,10.5504
3,1,0,93,18,21044,1,1,12,51.84,8,0.0,24.8832
3,1,0,93,18,21044,1,0,9,27.42,3,0.0,9.3228
3,1,0,93,18,21044,1,1,3,5.4,3,0.0,2.592
3,2,0,21,9,30318,2,1,3,1270.99,1,0.0,635.495
3,2,0,21,9,30318,2,1,7,125.36,8,0.0,58.9192
3,0,0,422,3,95823,3,1,14,14.03,1,0.0,4.0687
3,0,0,422,3,95823,3,1,15,27.96,2,0.0,7.2696
3,1,0,154,41,76106,0,1,2,5.344,2,0.2,0.7348
3,1,0,154,41,76106,0,1,3,1.696,2,0.8,-2.544
3,1,0,154,41,76106,0,1,1,24.588,3,0.8,-67.617
3,1,0,154,41,76106,0,1,3,7.98,5,0.8,-13.167
3,0,0,94,33,43229,1,2,0,288.0,4,0.2,57.6
1,2,0,267,4,80027,3,2,13,146.952,3,0.2,9.1845
1,2,0,267,4,80027,3,0,5,83.136,4,0.2,5.196
0,1,0,394,31,27604,2,1,1,942.784,4,0.2,94.2784
0,1,0,394,31,27604,2,1,12,74.352,3,0.2,23.235
3,2,0,329,30,10024,1,1,1,26.88,6,0.0,6.72
3,2,0,329,30,10024,1,1,3,10.896,2,0.2,3.8136
2,2,0,80,11,60623,0,1,2,3.536,2,0.2,0.3094
0,1,0,209,41,77340,0,0,5,528.43,5,0.3,0.0
0,1,0,209,41,77340,0,1,12,41.472,8,0.2,14.5152
3,1,0,329,30,10024,1,0,4,287.976,3,0.2,7.1994
2,0,0,430,35,97301,3,1,14,29.304,3,0.2,2.5641
0,1,0,207,41,77070,0,1,2,55.328,2,0.2,6.2244
0,1,0,207,41,77070,0,0,4,1227.9984,6,0.32,-36.1176
3,1,0,492,10,83301,3,1,3,20.416,4,0.2,6.6352
3,1,0,492,10,83301,3,0,16,1128.39,3,0.0,259.5297
3,2,0,228,40,37918,2,1,10,4.608,2,0.2,1.6704
3,1,0,375,1,85023,3,2,13,195.96,5,0.2,19.596
3,1,0,375,1,85023,3,1,12,15.552,3,0.2,5.4432
3,1,0,375,1,85023,3,2,0,271.968,4,0.2,54.3936
3,0,0,308,31,28110,2,0,5,698.352,3,0.2,52.3764
3,0,0,308,31,28110,2,0,4,77.728,2,0.2,-3.8864
3,1,0,407,44,23223,2,1,3,46.62,9,0.0,21.4452
3,0,0,207,41,77041,0,2,13,537.544,7,0.2,47.0351
0,1,0,266,3,90008,3,1,10,14.62,2,0.0,6.8714
0,1,0,266,3,90008,3,1,8,22.55,5,0.0,8.7945
0,1,0,266,3,90008,3,2,13,583.8,5,0.2,72.975
0,1,0,266,3,90008,3,2,13,211.168,4,0.2,15.8376
3,0,0,351,42,84057,3,1,12,12.96,2,0.0,6.2208
3,0,0,351,42,84057,3,1,2,45.98,2,0.0,12.8744
3,2,0,60,43,5408,1,2,13,1294.75,5,0.0,336.635
0,0,0,374,36,19134,1,2,6,1799.97,5,0.4,239.996
3,1,0,80,11,60623,0,1,12,10.688,2,0.2,3.7408
0,0,0,345,34,73120,0,2,13,221.98,2,0.0,62.1544
0,0,0,345,34,73120,0,0,4,341.96,2,0.0,54.7136
0,1,0,329,30,10035,1,2,0,34.77,3,0.0,11.4741
0,1,0,329,30,10035,1,1,10,18.9,3,0.0,8.694
3,0,0,432,42,84106,3,1,3,102.72,3,0.2,37.236
3,1,0,495,30,13501,1,0,9,40.48,2,0.0,14.5728
3,0,0,374,36,19134,1,1,3,33.282,3,0.7,-27.735
3,0,0,374,36,19134,1,2,13,118.65,5,0.4,19.775
3,0,0,374,36,19134,1,1,10,14.76,5,0.2,4.9815
3,1,0,266,3,90004,3,1,12,37.52,4,0.0,18.0096
3,1,0,215,20,49201,0,1,1,207.144,3,0.1,48.3336
3,1,0,215,20,49201,0,1,2,13.9,5,0.0,3.753
3,1,0,168,1,85301,3,0,5,266.352,3,0.2,13.3176
2,0,0,521,6,19805,1,2,13,307.98,2,0.0,89.3142
2,0,0,521,6,19805,1,1,12,44.1,6,0.0,20.727
2,0,0,521,6,19805,1,1,2,13.12,4,0.0,5.6416
2,0,0,521,6,19805,1,1,7,16.56,2,0.0,7.7832
2,0,0,521,6,19805,1,1,12,38.88,6,0.0,18.6624
3,0,0,25,41,78745,0,1,12,335.52,4,0.2,117.432
3,0,0,353,8,32839,2,2,6,959.984,2,0.2,311.9948
3,0,0,353,8,32839,2,1,3,4.086,2,0.7,-2.9964
3,0,0,353,8,32839,2,1,2,55.984,2,0.2,4.1988
3,0,0,353,8,32839,2,1,12,10.688,2,0.2,3.7408
2,0,0,397,36,19601,1,1,7,8.856,3,0.2,2.8782
0,0,0,374,36,19134,1,1,10,6.912,3,0.2,2.5056
2,0,0,207,41,77095,0,1,12,26.72,5,0.2,9.352
2,0,0,207,41,77095,0,1,12,33.488,7,0.2,10.465
3,1,0,424,23,63301,0,1,12,10.56,2,0.0,4.752
0,1,0,211,12,46203,0,1,14,386.34,2,0.0,54.0876
2,1,0,452,45,98115,3,1,3,33.44,10,0.2,11.704
3,2,0,190,44,22801,2,0,9,39.96,2,0.0,14.3856
3,0,0,410,30,14609,1,1,3,1217.568,2,0.2,456.588
3,2,0,444,9,30328,2,1,14,15.51,1,0.0,3.8775
3,2,0,444,9,30328,2,2,13,89.9,2,0.0,25.172
3,2,0,444,9,30328,2,1,2,14.28,4,0.0,3.7128
3,2,0,444,9,30328,2,1,2,12.72,3,0.0,4.9608
3,2,0,444,9,30328,2,1,10,15.75,5,0.0,7.56
2,1,0,266,3,90004,3,1,2,70.95,3,0.0,18.447
2,1,0,266,3,90004,3,1,3,65.568,2,0.2,23.7684
2,1,0,266,3,90004,3,2,0,299.97,3,0.0,131.9868
3,1,0,438,3,94110,3,2,0,89.97,3,0.0,39.5868
3,1,0,438,3,94110,3,2,0,31.86,2,0.0,11.151
2,1,0,300,21,55407,0,1,14,67.15,5,0.0,16.7875
3,0,0,94,33,43229,1,1,3,7.236,3,0.7,-6.03
3,0,0,94,33,43229,1,1,8,4.824,3,0.2,1.7487
3,0,0,94,33,43229,1,1,12,91.36,5,0.2,29.692
3,0,0,94,33,43229,1,1,1,130.112,2,0.2,13.0112
0,1,0,394,31,27604,2,2,13,74.24,1,0.2,8.352
0,1,0,394,31,27604,2,0,9,159.84,10,0.2,45.954
0,1,0,394,31,27604,2,1,3,2.892,2,0.7,-2.3136
0,1,0,394,31,27604,2,1,12,9.392,2,0.2,3.2872
2,0,0,329,30,10011,1,1,12,123.92,4,0.0,55.764
0,0,0,374,36,19143,1,1,15,55.6,5,0.2,6.255
0,0,0,374,36,19143,1,2,0,617.976,3,0.2,-7.7247
3,1,0,292,10,83642,3,1,3,21.312,3,0.2,7.992
3,1,0,422,3,95823,3,2,0,209.94,6,0.0,39.8886
3,1,0,422,3,95823,3,2,13,31.984,2,0.2,-7.996
3,1,0,422,3,95823,3,1,3,5083.96,5,0.2,1906.485
3,2,0,74,31,28205,2,2,13,35.96,1,0.2,3.596
3,2,0,367,28,7501,1,1,10,31.05,3,0.0,14.904
3,2,0,367,28,7501,1,0,9,8.92,4,0.0,3.9248
3,2,0,367,28,7501,1,1,3,209.6,4,0.0,96.416
3,2,0,367,28,7501,1,1,1,111.04,4,0.0,29.9808
3,2,0,367,28,7501,1,1,12,38.88,6,0.0,18.6624
3,0,0,16,44,22204,2,1,1,36.27,3,0.0,10.881
0,0,0,80,11,60653,0,0,4,493.43,5,0.3,-70.49
0,0,0,80,11,60653,0,2,13,11.12,2,0.2,3.475
3,0,0,437,3,92037,3,2,11,686.4,2,0.2,77.22
3,1,0,452,45,98105,3,1,3,15.92,5,0.2,5.373
3,1,0,452,45,98105,3,0,9,70.68,12,0.0,31.0992
3,1,0,452,45,98105,3,1,14,541.24,4,0.0,5.4124
1,0,0,94,33,43229,1,2,11,101.994,2,0.7,-71.3958
1,0,0,94,33,43229,1,1,3,18.264,2,0.7,-13.3936
2,0,0,207,41,77095,0,1,3,21.99,5,0.8,-32.985
3,0,0,214,41,75061,0,1,15,185.376,2,0.2,-34.758
3,0,0,214,41,75061,0,1,1,58.924,1,0.8,-153.2024
3,0,0,314,28,7960,1,2,11,480.0,4,0.0,225.6
3,0,0,314,28,7960,1,1,14,34.05,3,0.0,9.534
0,1,0,266,3,90008,3,1,12,192.72,11,0.0,92.5056
0,1,0,266,3,90008,3,2,0,239.97,3,0.0,86.3892
2,2,0,24,11,60505,0,2,0,50.12,7,0.2,-0.6265
3,1,0,128,31,27707,2,2,13,15.984,2,0.2,1.3986
3,1,0,128,31,27707,2,1,12,14.352,3,0.2,4.485
3,1,0,94,33,43229,1,1,3,6.528,4,0.7,-4.5696
3,1,0,94,33,43229,1,1,3,2.862,3,0.7,-2.2896
3,1,0,94,33,43229,1,1,3,20.856,8,0.7,-16.6848
2,1,0,266,3,90036,3,1,14,276.28,2,0.0,0.0
3,2,0,466,3,95207,3,0,9,629.64,9,0.0,107.0388
2,2,0,93,23,65203,0,2,13,449.97,3,0.0,220.4853
2,2,0,93,23,65203,0,1,1,1927.59,7,0.0,751.7601
0,2,0,94,9,31907,2,0,5,121.78,2,0.0,30.445
3,2,0,437,3,92037,3,0,5,2676.672,9,0.2,267.6672
3,0,0,478,41,77590,0,0,16,489.23,2,0.3,41.934
3,0,0,266,3,90004,3,0,9,312.03,3,0.0,43.6842
3,0,0,266,3,90004,3,1,14,17.94,3,0.0,3.0498
3,0,0,266,3,90004,3,2,13,165.6,3,0.2,10.35
3,0,0,266,3,90004,3,1,12,37.52,4,0.0,18.0096
2,1,0,464,44,22153,2,2,13,494.97,3,0.0,148.491
2,1,0,464,44,22153,2,1,10,25.06,2,0.0,11.7782
3,0,0,116,11,62521,0,0,9,32.064,3,0.6,-12.8256
3,0,0,116,11,62521,0,1,12,18.496,4,0.2,6.7048
3,0,0,116,11,62521,0,0,5,191.079,3,0.3,-38.2158
3,0,0,116,11,62521,0,1,12,10.368,2,0.2,3.6288
1,2,0,329,30,10009,1,1,10,30.53,1,0.0,14.0438
1,2,0,329,30,10009,1,2,0,30.84,3,0.0,6.168
1,2,0,329,30,10009,1,1,12,75.06,9,0.0,33.777
0,1,0,438,3,94110,3,2,13,66.976,7,0.2,6.6976
3,1,0,312,3,92553,3,1,12,182.72,8,0.0,84.0512
3,0,0,146,19,2149,1,1,10,21.93,3,0.0,10.3071
3,0,0,76,40,37421,2,2,0,95.976,3,0.2,15.5961
3,0,0,76,40,37421,2,2,13,143.928,9,0.2,-32.3838
3,0,0,76,40,37421,2,1,3,3.564,2,0.7,-2.97
3,0,0,76,40,37421,2,1,10,4.928,2,0.2,1.7248
3,1,0,25,41,78745,0,1,14,856.656,6,0.2,107.082
3,1,0,25,41,78745,0,1,3,13.184,4,0.8,-20.4352
3,1,0,25,41,78745,0,1,1,48.784,4,0.8,-131.7168
3,1,0,25,41,78745,0,1,12,76.64,2,0.2,26.824
3,1,0,25,41,78745,0,1,3,18.528,6,0.8,-27.792
3,1,0,500,44,23464,2,0,9,177.68,2,0.0,46.1968
3,1,0,217,30,14701,1,2,0,159.98,2,0.0,57.5928
3,1,0,101,8,33134,2,2,13,52.68,3,0.2,19.755
3,1,0,101,8,33134,2,0,9,11.568,3,0.2,2.6028
3,0,0,198,31,28601,2,1,3,4.572,4,0.7,-3.81
3,0,0,413,11,61107,0,2,13,1439.968,4,0.2,143.9968
3,0,0,413,11,61107,0,1,3,1.728,3,0.8,-2.6784
3,0,0,413,11,61107,0,0,16,626.1,3,0.5,-538.446
2,1,0,452,45,98103,3,1,2,99.2,5,0.0,25.792
3,0,0,209,41,77340,0,0,16,609.98,4,0.3,-113.282
3,0,0,209,41,77340,0,0,16,211.372,2,0.3,-45.294
3,0,0,209,41,77340,0,2,13,239.976,3,0.2,17.9982
3,1,0,299,47,53209,0,0,9,99.95,5,0.0,22.9885
3,1,0,299,47,53209,0,2,0,29.34,3,0.0,10.8558
3,1,0,177,47,54302,0,0,9,16.74,2,0.0,4.3524
1,1,0,374,36,19120,1,1,12,12.672,3,0.2,3.96
1,1,0,374,36,19120,1,2,0,1119.888,14,0.2,209.979
2,0,0,266,3,90008,3,1,2,204.85,5,0.0,53.261
2,0,0,266,3,90008,3,2,13,135.984,2,0.2,16.998
2,0,0,266,3,90008,3,1,2,16.4,5,0.0,7.052
2,0,0,266,3,90008,3,1,3,92.96,2,0.2,31.374
2,0,0,339,8,33161,2,1,15,7.632,3,0.2,-1.8126
0,0,0,389,35,97206,3,1,3,4.158,7,0.7,-3.465
0,0,0,389,35,97206,3,2,11,179.991,3,0.7,-251.9874
3,0,0,24,11,60505,0,0,5,239.358,3,0.3,-47.8716
0,2,0,438,3,94109,3,1,12,164.88,3,0.0,80.7912
2,1,0,438,3,94110,3,1,15,10.95,3,0.0,3.285
3,1,0,325,19,2740,1,1,12,19.44,3,0.0,9.3312
3,1,0,325,19,2740,1,1,3,12.3,5,0.0,6.15
0,0,0,437,3,92037,3,1,1,13.97,1,0.0,3.6322
3,0,0,215,40,38301,2,0,16,934.956,6,0.4,-249.3216
3,0,0,215,40,38301,2,2,0,46.864,2,0.2,7.6154
3,0,0,215,40,38301,2,1,14,26.16,3,0.2,1.962
3,0,0,215,40,38301,2,1,2,23.128,7,0.2,2.891
3,0,0,215,40,38301,2,1,1,59.24,5,0.2,16.291
2,0,0,216,8,32216,2,0,4,155.456,4,0.2,-7.7728
3,1,0,437,3,92024,3,1,12,8.56,2,0.0,3.852
0,0,0,197,8,33012,2,0,9,21.0,3,0.2,5.775
0,0,0,197,8,33012,2,2,11,120.0,2,0.5,-7.2
3,0,0,207,41,77070,0,2,13,299.96,5,0.2,37.495
3,0,0,207,41,77070,0,1,1,67.84,5,0.8,-179.776
3,0,0,207,41,77070,0,0,5,853.93,5,0.3,-24.398
3,0,0,207,41,77070,0,1,2,18.688,4,0.2,3.7376
0,0,0,500,44,23464,2,0,9,273.96,2,0.0,71.2296
0,0,0,500,44,23464,2,2,0,89.97,3,0.0,18.8937
0,0,0,500,44,23464,2,0,9,756.8,5,0.0,75.68
3,0,0,207,41,77070,0,1,3,1.248,2,0.8,-1.9344
3,2,0,374,36,19120,1,2,0,72.0,1,0.2,14.4
3,2,0,374,36,19120,1,0,5,470.155,7,0.3,-13.433
0,0,0,289,40,38109,2,1,14,39.128,1,0.2,-8.8038
3,1,0,240,33,44107,1,1,2,19.728,9,0.2,1.7262
3,1,0,240,33,44107,1,2,13,151.188,2,0.4,-25.198
3,0,0,329,30,10011,1,0,5,271.764,2,0.1,60.392
0,0,0,374,36,19120,1,2,0,47.496,1,0.2,-1.1874
2,0,0,266,3,90008,3,0,4,344.981,7,0.15,28.4102
0,1,0,109,41,75220,0,1,12,36.288,7,0.2,12.7008
0,1,0,109,41,75220,0,1,12,78.304,2,0.2,29.364
0,1,0,109,41,75220,0,0,16,127.785,1,0.3,-31.0335
0,1,0,109,41,75220,0,1,3,6.104,2,0.8,-9.156
2,1,0,350,28,7050,1,1,3,5.76,2,0.0,2.8224
2,0,0,109,41,75220,0,1,3,1.72,1,0.8,-2.838
2,0,0,417,11,60441,0,1,3,8.952,2,0.8,-14.7708
3,0,0,80,11,60623,0,1,1,2.334,3,0.8,-6.3018
3,0,0,80,11,60623,0,1,3,1.728,4,0.8,-2.7648
3,0,0,80,11,60623,0,0,9,159.04,5,0.6,-194.824
3,0,0,80,11,60623,0,0,16,145.98,2,0.5,-99.2664
3,0,0,216,31,28540,2,0,9,77.952,3,0.2,12.6672
3,0,0,216,31,28540,2,1,3,95.97,5,0.7,-73.577
3,0,0,216,31,28540,2,2,13,105.584,2,0.2,9.2386
3,0,0,216,31,28540,2,1,2,9.344,2,0.2,1.168
3,1,0,464,23,65807,0,0,9,9.68,2,0.0,3.7752
3,1,0,464,23,65807,0,2,6,4899.93,7,0.0,2302.9671
3,2,0,438,3,94110,3,2,0,104.75,5,0.0,21.9975
3,1,0,93,40,38401,2,2,0,18.528,2,0.2,4.4004
3,1,0,93,40,38401,2,0,16,1875.258,7,0.4,-968.8833
0,0,0,202,8,33021,2,1,12,91.36,5,0.2,29.692
0,0,0,202,8,33021,2,1,1,152.24,5,0.2,17.127
0,0,0,109,41,75081,0,2,13,35.184,2,0.2,12.3144
1,0,0,207,41,77041,0,1,12,56.704,2,0.2,19.1376
1,0,0,207,41,77041,0,1,12,274.064,7,0.2,102.774
3,2,0,374,36,19140,1,0,5,458.43,5,0.3,-124.431
1,0,0,375,1,85023,3,1,3,8.226,3,0.7,-6.0324
3,1,0,444,9,30328,2,2,0,5.95,1,0.0,0.833
3,1,0,444,9,30328,2,1,12,15.24,3,0.0,7.1628
1,0,0,462,45,99207,3,2,0,239.94,6,0.0,26.3934
1,0,0,462,45,99207,3,1,2,23.84,8,0.0,6.4368
1,1,0,299,47,53209,0,1,14,92.52,6,0.0,24.9804
1,1,0,299,47,53209,0,1,14,37.76,1,0.0,10.5728
1,1,0,299,47,53209,0,1,10,7.38,2,0.0,3.4686
1,1,0,299,47,53209,0,0,9,5.82,2,0.0,2.7354
3,0,0,147,33,45014,1,1,12,3.816,1,0.2,1.1925
3,1,0,209,0,35810,2,1,3,26.16,4,0.0,12.8184
0,2,0,207,41,77036,0,2,0,100.8,2,0.2,21.42
0,1,0,329,30,10011,1,0,9,135.8,7,0.0,66.542
3,1,0,266,3,90008,3,1,2,13.9,5,0.0,3.753
3,1,0,266,3,90008,3,1,7,19.4,5,0.0,9.312
3,1,0,65,29,88220,3,1,3,13.488,2,0.2,4.3836
3,1,0,65,29,88220,3,1,3,11.416,1,0.2,3.8529
2,0,0,382,10,83201,3,1,12,17.64,3,0.0,8.6436
2,0,0,382,10,83201,3,1,3,17.04,3,0.2,5.538
2,0,0,464,44,22153,2,2,0,99.98,2,0.0,7.9984
2,0,0,464,44,22153,2,0,9,29.46,6,0.0,9.7218
3,1,0,485,33,43615,1,1,3,166.92,13,0.7,-116.844
0,2,0,152,4,80525,3,0,9,98.328,3,0.2,9.8328
0,0,0,329,30,10024,1,0,5,117.882,1,0.1,1.3098
3,1,0,329,30,10035,1,2,0,20.97,3,0.0,9.0171
3,1,0,329,30,10035,1,2,0,139.96,4,0.0,9.7972
3,1,0,329,30,10035,1,0,9,37.74,3,0.0,12.8316
3,0,0,282,19,1752,1,0,9,14.82,3,0.0,6.2244
3,0,0,282,19,1752,1,0,9,191.82,3,0.0,61.3824
3,0,0,328,30,10801,1,1,3,13.904,2,0.2,4.5188
1,1,0,452,45,98103,3,1,1,314.6,4,0.0,103.818
1,1,0,452,45,98103,3,0,16,283.56,4,0.0,45.3696
3,2,0,123,20,48227,0,0,5,487.96,2,0.0,146.388
3,0,0,150,2,72701,2,1,3,1793.98,2,0.0,843.1706
3,0,0,393,11,62301,0,1,3,2.992,4,0.8,-4.488
3,0,0,393,11,62301,0,2,0,108.768,4,0.2,2.7192
0,0,0,329,30,10035,1,1,12,25.92,4,0.0,12.4416
0,0,0,329,30,10035,1,1,14,22.58,2,0.0,5.8708
1,0,0,207,41,77095,0,2,13,55.176,3,0.2,-12.4146
3,0,0,123,20,48205,0,1,3,9892.74,13,0.0,4946.37
3,1,0,72,1,85224,3,0,16,73.915,1,0.5,-45.8273
3,0,0,202,8,33021,2,0,9,337.088,4,0.2,16.8544
2,1,0,266,3,90049,3,1,1,61.44,3,0.0,16.5888
3,1,0,438,3,94122,3,2,0,479.97,3,0.0,163.1898
2,1,0,469,3,94086,3,1,3,5.984,2,0.2,2.244
2,1,0,469,3,94086,3,2,0,189.95,5,0.0,45.588
2,1,0,469,3,94086,3,2,0,149.95,5,0.0,31.4895
2,1,0,469,3,94086,3,1,2,29.95,5,0.0,8.6855
2,1,0,469,3,94086,3,1,10,44.4,3,0.0,22.2
3,2,0,329,30,10011,1,1,2,66.03,3,0.0,17.1678
3,1,0,266,3,90004,3,1,12,10.86,2,0.0,5.3214
2,1,0,438,3,94122,3,1,2,3.36,2,0.0,0.84
2,1,0,438,3,94122,3,1,3,27.936,4,0.2,9.4284
2,1,0,438,3,94122,3,2,13,28.784,2,0.2,2.8784
3,0,0,446,3,92704,3,1,15,21.96,2,0.0,6.1488
2,0,0,452,45,98103,3,2,0,21.98,2,0.0,8.5722
0,2,0,329,30,10011,1,0,5,2621.322,11,0.1,553.3902
3,0,0,266,3,90045,3,0,9,74.76,7,0.0,23.9232
3,0,0,266,3,90045,3,0,16,364.776,3,0.2,27.3582
3,1,0,452,45,98103,3,0,16,1115.17,7,0.0,334.551
0,1,0,437,3,92024,3,1,3,89.696,4,0.2,33.636
0,1,0,437,3,92024,3,1,10,50.12,4,0.0,23.5564
3,1,0,329,30,10035,1,1,8,36.48,6,0.0,18.24
3,0,0,80,11,60653,0,1,12,322.192,13,0.2,100.685
3,0,0,80,11,60653,0,1,3,2.946,3,0.8,-4.8609
3,0,0,80,11,60653,0,1,12,19.136,4,0.2,6.9368
3,0,0,190,44,22801,2,2,0,23.08,2,0.0,6.924
3,0,0,414,18,20852,1,2,13,90.48,2,0.0,23.5248
2,0,0,121,45,98198,3,0,5,215.976,3,0.2,-2.6997
2,0,0,121,45,98198,3,1,7,65.94,3,0.0,30.9918
0,1,0,374,36,19134,1,0,9,11.352,3,0.2,2.6961
3,2,0,94,12,47201,0,1,14,24.56,2,0.0,6.8768
